T1_RES,T1_TMP,T2_RES,T2_TMP,MQ7_RES,MQ7_RATIO,MQ7_PPM,MQ2_RES,MQ2_RATIO,MQ2_PPM,LONG,LONG_D,LAT,LAT_D,SPEED,SPD_ANGNRTH,ALT,ALT_UN
11787.234375,21.639034,128.205124,18.254110,109406.953125,2.845546,22035.830078,28.140053,80.549355,W,43.829597,N,3.900007,0.000000,462.600006,M
11833.688477,21.559566,128.731949,18.145330,111570.250000,2.766979,22215.685547,27.814842,80.549362,W,43.829620,N,9.457758,0.000000,461.799988,M
11927.195312,21.400675,127.680000,18.363066,119271.945312,2.515071,23132.890625,26.251324,80.549393,W,43.829666,N,6.606659,0.000000,459.500000,M
11974.249023,21.321255,128.731949,18.145330,118803.421875,2.529266,22947.019531,26.555923,80.549400,W,43.829666,N,1.157094,0.000000,458.600006,M
11927.195312,21.400675,128.731949,18.145330,119271.945312,2.515071,23226.289062,26.100500,80.549416,W,43.829697,N,13.038542,0.000000,457.600006,M
11927.195312,21.400675,128.205124,18.254110,120689.656250,2.472930,23132.890625,26.251324,80.549438,W,43.829742,N,9.980356,0.000000,457.600006,M
12021.505859,21.241846,128.731949,18.145330,119742.492188,2.500950,23039.800781,26.403130,80.549431,W,43.829731,N,5.279844,0.000000,457.000000,M
12021.505859,21.241846,128.731949,18.145330,119742.492188,2.500950,23226.289062,26.100500,80.549446,W,43.829739,N,5.593955,0.000000,455.000000,M
12068.965820,21.162455,128.731949,18.145330,121645.023438,2.445204,23039.800781,26.403130,80.549461,W,43.829750,N,6.879492,0.000000,453.200012,M
12021.505859,21.241846,128.731949,18.145330,120215.054688,2.486902,23132.890625,26.251324,80.549492,W,43.829723,N,6.612941,0.000000,449.200012,M
12116.630859,21.083076,128.205124,18.254110,119742.492188,2.500950,23132.890625,26.251324,80.549500,W,43.829704,N,8.301567,0.000000,447.000000,M
12116.630859,21.083076,128.205124,18.254110,121166.304688,2.459030,23226.289062,26.100500,80.549500,W,43.829685,N,7.146678,0.000000,446.799988,M
12164.501953,21.003710,128.731949,18.145330,120689.656250,2.472930,23414.023438,25.801756,80.549500,W,43.829666,N,6.789690,0.000000,445.500000,M
12164.501953,21.003710,128.205124,18.254110,123580.789062,2.390617,23226.289062,26.100500,80.549515,W,43.829678,N,2.121200,0.000000,446.500000,M
12260.869141,20.845013,128.205124,18.254110,122125.812500,2.431450,23039.800781,26.403130,80.549515,W,43.829670,N,2.364860,0.000000,446.799988,M
12212.581055,20.924356,127.156548,18.472202,122608.695312,2.417768,23320.000000,25.950645,80.549522,W,43.829681,N,4.301123,0.000000,447.399994,M
12260.869141,20.845013,128.205124,18.254110,121166.304688,2.459030,23508.361328,25.653820,80.549522,W,43.829678,N,1.826680,0.000000,447.399994,M
12164.501953,21.003710,129.260452,18.036730,121645.023438,2.445204,23132.890625,26.251324,80.549522,W,43.829670,N,1.877274,0.000000,447.500000,M
12260.869141,20.845013,128.731949,18.145330,122608.695312,2.417768,23320.000000,25.950645,80.549515,W,43.829662,N,3.790109,0.000000,447.600006,M
12358.078125,20.686361,128.731949,18.145330,123093.679688,2.404158,23320.000000,25.950645,80.549507,W,43.829651,N,4.415412,0.000000,447.600006,M
12505.494141,20.448454,126.634766,18.581522,123580.789062,2.390617,23320.000000,25.950645,80.549507,W,43.829643,N,3.066901,0.000000,448.299988,M
12407.001953,20.607050,128.731949,18.145330,122125.812500,2.431450,23320.000000,25.950645,80.549500,W,43.829632,N,4.774004,0.000000,448.299988,M
12407.001953,20.607050,129.260452,18.036730,122125.812500,2.431450,23603.015625,25.506830,80.549500,W,43.829632,N,0.727416,0.000000,448.500000,M
12407.001953,20.607050,127.680000,18.363066,122608.695312,2.417768,23508.361328,25.653820,80.549500,W,43.829624,N,2.726163,0.000000,449.000000,M
12407.001953,20.607050,128.205124,18.254110,122608.695312,2.417768,23132.890625,26.251324,80.549492,W,43.829632,N,2.678878,0.000000,449.700012,M
